Name,Company,Price_before,Discount,Price_After,Pack_Size,Availability
Z.D Cef,Leads Pharma,Rs 144,10% Off,130, 1 Vial,Sold Out
Z.D Cef,Leads Pharma,Rs 100,10% Off,100, 1 Vial,Sold Out
Z.D Cef,Leads Pharma,Rs 100,10% Off,100, 1 Vial,Sold Out
Zidyan,Roryan Pharma,Rs 275,10% Off,248, 1 Vial,Sold Out
Zidyan,Roryan Pharma,Rs 275,10% Off,248, 1 Vial,Sold Out
Zidyan,Roryan Pharma,Rs 144,10% Off,130, 1 Vial,Sold Out
Zidyan,Roryan Pharma,Rs 144,10% Off,130, 1 Vial,Sold Out
Zidyan,Roryan Pharma,Rs 100,10% Off,100, 1 Vial,Sold Out
Zidyan,Roryan Pharma,Rs 100,10% Off,100, 1 Vial,Sold Out
Zitum,Wilshire,Rs 295,10% Off,266, 1 Vial,Sold Out
Zitum,Wilshire,Rs 295,10% Off,266, 1 Vial,Sold Out
Zitum,Wilshire,Rs 295,10% Off,266, 1 Vial,Sold Out
Zitum,Wilshire,Rs 115,10% Off,104, 1 Vial,Sold Out
Zitum,Wilshire,Rs 115,10% Off,104, 1 Vial,Sold Out
Zitum,Wilshire,Rs 115,10% Off,104, 1 Vial,Sold Out
Zitum,Wilshire,Rs 180,10% Off,162, 1 Vial,Sold Out
Zitum,Wilshire,Rs 180,10% Off,162, 1 Vial,Sold Out
Zitum,Wilshire,Rs 180,10% Off,162, 1 Vial,Sold Out
Zoxcef,Lowitt,Rs 190,10% Off,171, 1 Vial,Sold Out
Zoxcef,Lowitt,Rs 190,10% Off,171, 1 Vial,Sold Out
Zoxcef,Lowitt,Rs 110,10% Off,99, 1 Vial,Sold Out
Zoxcef,Lowitt,Rs 110,10% Off,99, 1 Vial,Sold Out
Zoxcef,Lowitt,Rs 66,10% Off,66, 1 Vial,Sold Out
Zoxcef,Lowitt,Rs 66,10% Off,66, 1 Vial,Sold Out
Zoxi,Bosch,Rs 190,10% Off,171, 1 Vial,Sold Out
Zoxi,Bosch,Rs 55,10% Off,55, 1 Vial,Sold Out
Zoxi,Bosch,Rs 95,10% Off,95, 1 Vial,Sold Out
Zocef,Nexus,Rs 135,10% Off,122, 1 Vial,Sold Out
Zocef,Nexus,Rs 135,10% Off,122, 1 Vial,Sold Out
Zocef,Nexus,Rs 250,10% Off,225, 1 Vial,Sold Out
Zocef,Nexus,Rs 250,10% Off,225, 1 Vial,Sold Out
Zocef,Nexus,Rs 80,10% Off,80, 1 Vial,Sold Out
Zocef,Nexus,Rs 80,10% Off,80, 1 Vial,Sold Out
Zoclan,Z-jans,Rs 195,10% Off,176, 1 Vial,Sold Out
Zoclan,Z-jans,Rs 195,10% Off,176, 1 Vial,Sold Out
Zoclan,Z-jans,Rs 110,10% Off,99, 1 Vial,Sold Out
Zoclan,Z-jans,Rs 110,10% Off,99, 1 Vial,Sold Out
Zoclan,Z-jans,Rs 70,10% Off,70, 1 Vial,Sold Out
Zoclan,Z-jans,Rs 70,10% Off,70, 1 Vial,Sold Out
Zony,Tagma,Rs 205,10% Off,185, 1 Vial,Sold Out
Zony,Tagma,Rs 205,10% Off,185, 1 Vial,Sold Out
Zony,Tagma,Rs 135,10% Off,122, 1 Vial,Sold Out
Zony,Tagma,Rs 135,10% Off,122, 1 Vial,Sold Out
Zony,Tagma,Rs 70,10% Off,70, 1 Vial,Sold Out
Zony,Tagma,Rs 70,10% Off,70, 1 Vial,Sold Out
Zeolot,Fynk,Rs 180,10% Off,162, 1 Vial,Sold Out
Zeolot,Fynk,Rs 180,10% Off,162, 1 Vial,Sold Out
Zeolot,Fynk,Rs 190,10% Off,171, 50ml,Sold Out
Zeolot,Fynk,Rs 190,10% Off,171, 50ml,Sold Out
Zeolot,Fynk,Rs 28,10% Off,28, 1 Vial,Sold Out
Zeolot,Fynk,Rs 28,10% Off,28, 1 Vial,Sold Out
Zeolot,Fynk,Rs 100,10% Off,100, 1 Vial,Sold Out
Zeolot,Fynk,Rs 100,10% Off,100, 1 Vial,Sold Out
Zerox,Goodman,Rs 190,10% Off,171, 50ml,Sold Out
Zinorox,Global-Vision,Rs 29,10% Off,26, 5 Vial,Sold Out
Zinorox,Global-Vision,Rs 29,10% Off,26, 5 Vial,Sold Out
Zinorox,Global-Vision,Rs 105,10% Off,95, 1 Vial,Sold Out
Zinorox,Global-Vision,Rs 105,10% Off,95, 1 Vial,Sold Out
Zafacain,Zafa,Rs 112,10% Off,100, 1 Vial,Sold Out
Zafacain,Zafa,Rs 61,10% Off,61, 1 Vial,Sold Out
Zolinex,Biorex,Rs 110,10% Off,99, 1 Vial,Sold Out
Zolinex,Biorex,Rs 40,10% Off,40, 1 Vial,Sold Out
Zolinex,Biorex,Rs 60,10% Off,60, 1 Vial,Sold Out
Zinase,Opal,Rs 206,10% Off,185, 30's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 10's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 10's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 10's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 10's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 30's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 30's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 30's,Sold Out
Zibufen,Global-Vision,Rs 265,10% Off,239, 30's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 10's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 10's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 10's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 10's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 30's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 30's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 30's,Sold Out
Zibufen,Global-Vision,Rs 328,10% Off,295, 30's,Sold Out
Zibufen,Global-Vision,Rs 95,10% Off,95, 120ml,Sold Out
Zibufen,Global-Vision,Rs 95,10% Off,95, 120ml,Sold Out
Zibufen,Global-Vision,Rs 95,10% Off,95, 120ml,Sold Out
Zibufen,Global-Vision,Rs 95,10% Off,95, 120ml,Sold Out
Zibufen,Global-Vision,Rs 50,10% Off,50, 60ml,Sold Out
Zibufen,Global-Vision,Rs 50,10% Off,50, 60ml,Sold Out
Zibufen,Global-Vision,Rs 50,10% Off,50, 60ml,Sold Out
Zibufen,Global-Vision,Rs 50,10% Off,50, 60ml,Sold Out
Ziclopel,Z-jans,Rs 13,10% Off,11, 18x4's,Sold Out
Ziclopel,Z-jans,Rs 13,10% Off,11, 18x4's,Sold Out
Ziclopel,Z-jans,Rs 55,10% Off,50, 2x10's,Sold Out
Ziclopel,Z-jans,Rs 55,10% Off,50, 2x10's,Sold Out
Zwitter,Wilshire,Rs 41,10% Off,37, 4x5's,Sold Out
Zwitter,Wilshire,Rs 41,10% Off,37, 4x5's,Sold Out
Zwitter,Wilshire,Rs 55,10% Off,50, 4x5's,Sold Out
Zwitter,Wilshire,Rs 55,10% Off,50, 4x5's,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,"Rs 5,099",10% Off,4589, 450ml,Sold Out
Zefen,Xenon,Rs 430,10% Off,387, 500's,Sold Out
Zefen,Xenon,Rs 430,10% Off,387, 500's,Sold Out
Zefen,Xenon,Rs 430,10% Off,387, 500's,Sold Out
Zefen,Xenon,Rs 430,10% Off,387, 500's,Sold Out
Zefen,Xenon,Rs 400,10% Off,360, 250's,Sold Out
Zefen,Xenon,Rs 400,10% Off,360, 250's,Sold Out
Zefen,Xenon,Rs 400,10% Off,360, 250's,Sold Out
Zefen,Xenon,Rs 400,10% Off,360, 250's,Sold Out
Zefen,Xenon,Rs 19,10% Off,19, 60ml,Sold Out
Zefen,Xenon,Rs 19,10% Off,19, 60ml,Sold Out
Zefen,Xenon,Rs 19,10% Off,19, 60ml,Sold Out
Zefen,Xenon,Rs 19,10% Off,19, 60ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zefen,Xenon,Rs 36,10% Off,36, 90ml,Sold Out
Zoxicam,Kanel Pharma,Rs 115,10% Off,104, 10's,Sold Out
Zoxicam,Kanel Pharma,Rs 56,10% Off,56, 10's,Sold Out
Zebroxin,Jawa,Rs 42,10% Off,38, 3x10's,Sold Out
Zebroxin,Jawa,Rs 42,10% Off,38, 3x10's,Sold Out
Zebroxin,Jawa,Rs 143,10% Off,129, 20's,Sold Out
Zebroxin,Jawa,Rs 143,10% Off,129, 20's,Sold Out
Zenap,Valor,Rs 42,10% Off,38, 3x10's,Sold Out
Zenap,Valor,Rs 42,10% Off,38, 3x10's,Sold Out
Zenap,Valor,Rs 72,10% Off,64, 2x10's,Sold Out
Zenap,Valor,Rs 72,10% Off,64, 2x10's,Sold Out
Zicam,Goodman,Rs 239,10% Off,215, 30's,Sold Out
Zicam,Goodman,Rs 239,10% Off,215, 30's,Sold Out
Zicam,Goodman,Rs 15,10% Off,14, 10 Ampx1ml,Sold Out
Zicam,Goodman,Rs 15,10% Off,14, 10 Ampx1ml,Sold Out
Ziprawin,Amarant,Rs 288,10% Off,259, 2x10's,Sold Out
Ziprawin,Amarant,Rs 288,10% Off,259, 2x10's,Sold Out
Ziprawin,Amarant,Rs 120,10% Off,108, 1x5's,Sold Out
Ziprawin,Amarant,Rs 120,10% Off,108, 1x5's,Sold Out
Zaarlo,OBS,Rs 829,10% Off,746, 1x10's,Sold Out
Zaxine XR 150mg,A'raf,Rs 350,10% Off,315, 10's,Sold Out
Zeldox,Pfizer,"Rs 3,306",10% Off,2975, 1x14's,Sold Out
Zeldox,Pfizer,"Rs 3,306",10% Off,2975, 1x14's,Sold Out
Zeldox,Pfizer,"Rs 4,684",10% Off,4215, 1x14's,Sold Out
Zeldox,Pfizer,"Rs 4,684",10% Off,4215, 1x14's,Sold Out
Zara CR 25mg,Shrooq,"Rs 1,200",10% Off,1080, 30's,Sold Out
Zeest MV,Tabroos,Rs 170,10% Off,153, 30,Sold Out
Zivas 3mg,A'raf,Rs 417,10% Off,375, 60's,Sold Out
Ziapine XR,A'raf,Rs 175,10% Off,158, 14s,Sold Out
Zactrin,Aries,Rs 6,10% Off,5, 20x10's,Sold Out
Zactrin,Aries,Rs 6,10% Off,5, 20x10's,Sold Out
Zactrin,Aries,Rs 13,10% Off,12, 10x10's,Sold Out
Zactrin,Aries,Rs 13,10% Off,12, 10x10's,Sold Out
Zegesic,Xenon,Rs 560,10% Off,504, 1000's,Sold Out
Zegesic,Xenon,Rs 560,10% Off,504, 1000's,Sold Out
Zegesic,Xenon,Rs 227,10% Off,204, 200's,Sold Out
Zegesic,Xenon,Rs 227,10% Off,204, 200's,Sold Out
Zemont,Z-jans,Rs 225,10% Off,203, 14's,Sold Out
Zemont,Z-jans,Rs 225,10% Off,203, 14's,Sold Out
Zemont,Z-jans,Rs 130,10% Off,117, 14's,Sold Out
Zemont,Z-jans,Rs 130,10% Off,117, 14's,Sold Out
Z-kast,Lowitt,Rs 330,10% Off,297, 2x10's,Sold Out
Zukast,Everest,Rs 350,10% Off,315, 2x14's,Sold Out
Zukast,Everest,Rs 350,10% Off,315, 2x14's,Sold Out
Zukast,Everest,Rs 330,10% Off,297, 2x10's,Sold Out
Zukast,Everest,Rs 330,10% Off,297, 2x10's,Sold Out
Zonas,A'raf,Rs 209,10% Off,188, 14s,Sold Out
Zolmipine,Graton Pharma,Rs 807,10% Off,726, 1 Vial,Sold Out
,,,,,,
Ulsanic,Highnoon,Rs 159,10% Off,143,Available, 1 x 10's
Urso,AGP,Rs 600,10% Off,540,Available, 1x10's
Urso,AGP,"Rs 1,000",10% Off,900,Available, 1x10's
Urodonal   Granules  ( syrup),Opal,Rs 346,10% Off,311,Available, 1
Urgesin,AGP,Rs 880,10% Off,792,Available, 1x10's
Urgesin,AGP,Rs 630,10% Off,567,Available, 1x10's
Ufrim 10 mg,High-Q,Rs 386,10% Off,347,Available, 1x14's
Ufrim 20 mg,High-Q,Rs 380,10% Off,342,Available, 1x14's
U-Progest,OBS,Rs 520,10% Off,468,Sold Out, 3x10's
Urigo,Sami,Rs 203,10% Off,182,Available, 20
Urigo,Sami,Rs 248,10% Off,223,Available, 20
Uriguard,Atco,Rs 283,10% Off,254,Available, 20
Urodonal,Opal,Rs 35,10% Off,31,Available, 10 Sachet x 9 gm
Uricon,Shaigan,Rs 49,10% Off,44,Available, 3 x 10's
Urivox,Zafa,Rs 105,10% Off,95,Available, 30
Ultima,Macter,Rs 128,10% Off,115,Available, 25ml
Ultima,Macter,Rs 391,10% Off,352,Available, 60ml
Ultima,Macter,Rs 395,10% Off,356,Available, 1x10's
Ultima,Macter,Rs 590,10% Off,531,Available, 1x10's
Uniclin,kaizen,Rs 252,10% Off,227,Available, 10
Ulcez,Epla,Rs 289,10% Off,260,Available, 1x14's
Utazid,Bosch,Rs 240,10% Off,216,Available, 1 Vial
Utazid,Bosch,Rs 119,10% Off,107,Available, 1 Vial
Utazid,Bosch,Rs 180,10% Off,162,Available, 1 Vial
Udic-B,Valor,Rs 230,10% Off,207,Available, 15gm
Unix,Hilton,Rs 150,10% Off,135,Available, 2x10's
Uperio,Novartis,"Rs 1,750",10% Off,1575,Available, 2x14's
Uperio,Novartis,Rs 910,10% Off,819,Available, 4x7's
U-Progest,OBS,Rs 920,10% Off,828,Sold Out, 1x10's
Uricontrol 5mg,Aspin Pharma,Rs 410,10% Off,369,Available, 10's
Urocit-K,Allmed Labs,Rs 907,10% Off,817,Available, 30's
Ultragesic,Hirani's Pharma,Rs 159,10% Off,143,Available, 1 x10's
Unitrexate,Al Habib,"Rs 1,458",10% Off,1312,Sold Out, 20mlx10s
Uropin,Allmeo,Rs 256,10% Off,231,Available, 30's
Ulcez,Epla,Rs 145,10% Off,130,Available, 2  x 7's
Utoral,Al Habib Pharmaceuticals,"Rs 3,600",10% Off,3240,Available, 10 Vial
Unitrexate,Al Habib Pharmaceuticals,"Rs 20,668",10% Off,18601,Available, 10 Vial
Ulsanic,Highnoon,Rs 344,10% Off,310,Available, 120 ml
Ultima,Macter,Rs 295,10% Off,266,Available, 2 x 5's
Ulsanic,Highnoon,Rs 60,10% Off,54,Available, 2 x 10's
Ucibon,Hinucon,Rs 433,10% Off,390,Available, 3 x 7's
Unifyline,Platinum,Rs 288,10% Off,259,Available, 2 x 10's
Urso,AGP,"Rs 1,400",10% Off,1260,Available, 120 ml
Ulsanic,Highnoon,Rs 145,10% Off,131,Sold Out, 60ml
Unitrexate,Al Habib,Rs 95,10% Off,86,Sold Out, 100s
Unifyline,Platinum,Rs 223,10% Off,200,Sold Out, 1 x 10's
Unigesic,U nison,Rs 13,10% Off,11,Sold Out, 100
Ulora,Helix Pharma,Rs 330,10% Off,297,Sold Out, 1x20's
Ulora,Helix Pharma,Rs 585,10% Off,527,Sold Out, 1x20's
Uriguard,Atco,Rs 469,10% Off,422,Sold Out, 20
Uropyrine,Allmed Labs,Rs 200,10% Off,180,Sold Out, 30
Uricon,Shaigan,Rs 255,10% Off,230,Sold Out, 30
Urospaz,Hansel,Rs 217,10% Off,195,Sold Out, 3
Urobutin,Focus & Rulz,Rs 300,10% Off,270,Sold Out, 30
U-Cure,Usawa,Rs 150,10% Off,135,Sold Out, 6
U-Cure,Usawa,Rs 275,10% Off,248,Sold Out, 6
Unidon,Paramount,Rs 43,10% Off,39,Sold Out, 50
Unidon-V,Paramount,Rs 129,10% Off,116,Sold Out, 30
Unidon-V,Paramount,Rs 215,10% Off,194,Sold Out, 50
Unitran,U nison,Rs 308,10% Off,277,Sold Out, 1x200's
Unitran,U nison,Rs 288,10% Off,259,Sold Out, 100
Uniclar,Paramount,Rs 240,10% Off,216,Sold Out, 10
Uniclar,Paramount,Rs 445,10% Off,401,Sold Out, 10
Up-Clar,Roryan Pharma,Rs 240,10% Off,216,Sold Out, 10
Up-Clar,Roryan Pharma,Rs 445,10% Off,401,Sold Out, 10
Unesoquine,Unexo,Rs 300,10% Off,270,Sold Out, 1x200's
Uniferon,Getz Pharma,Rs 398,10% Off,358,Sold Out, 1 Vial
Uniferon,Getz Pharma,"Rs 1,316",10% Off,1184,Sold Out, 1 Vial
Uniron,Accurate,Rs 600,10% Off,540,Sold Out, 1 Vial
UL-Some,Saydon,Rs 17,10% Off,15,Sold Out, 7x2's
UL-Some,Saydon,Rs 26,10% Off,23,Sold Out, 7x2's
Ulcez,Epla,Rs 119,10% Off,107,Sold Out, 1x14's
Ulcicare,Jawa,Rs 119,10% Off,107,Sold Out, 1x14's
Ulcicare,Jawa,Rs 198,10% Off,178,Sold Out, 1x14's
Ultech,Wise Pharma,Rs 60,10% Off,54,Sold Out, 2x7's
Ultech,Wise Pharma,Rs 162,10% Off,145,Sold Out, 2x7's
Uni-Zole,U nison,Rs 198,10% Off,178,Sold Out, 1x14's
Util,Ambrosia,Rs 70,10% Off,63,Sold Out, 2x7's
Util,Ambrosia,Rs 128,10% Off,115,Sold Out, 2x7's
Ucon,Noa Hemis,Rs 130,10% Off,117,Sold Out, 1x1's
Uconazol,Unimark,Rs 130,10% Off,117,Sold Out, 1x1's
Unizole,TG  Pharma,Rs 172,10% Off,155,Sold Out, 1x1's
Urbicid,Flow Pharma,Rs 57,10% Off,51,Sold Out, 3x10's
Urbofen,Valor,Rs 60,10% Off,54,Sold Out, 3x10's
Ulcozol,Friends,Rs 180,10% Off,162,Sold Out, 14s
Ultozone,Mass-PH Health,Rs 218,10% Off,197,Sold Out, 1x14's
Unipam,U nison,Rs 328,10% Off,295,Sold Out, 1x1000
U-Butol INH,Unexo,Rs 14,10% Off,13,Sold Out, 10 x 10
Urocit K Tablets.,Allmed Labs,Rs 857,10% Off,771,Sold Out, 1 x 30s
Unetox-T,Unexo,Rs 103,10% Off,93,Sold Out, 10x10's
Unetox-T,Unexo,Rs 473,10% Off,426,Sold Out, 50x10's
Unipime,TG  Pharma,Rs 600,10% Off,540,Sold Out, 1 Vial
Unipime,TG  Pharma,Rs 300,10% Off,270,Sold Out, 1 Vial
UR-cef,Roryan Pharma,Rs 325,10% Off,293,Sold Out, 5's
UR-cef,Roryan Pharma,Rs 135,10% Off,122,Sold Out, 30ml
UR-cef,Roryan Pharma,Rs 220,10% Off,198,Sold Out, 30ml
Unibactum,Pulse,Rs 250,10% Off,225,Sold Out, 1 Vial
Unibactum,Pulse,Rs 350,10% Off,315,Sold Out, 1 Vial
Ultrazid,Biorex,Rs 275,10% Off,248,Sold Out, 1 Vial
Ultrazid,Biorex,Rs 144,10% Off,130,Sold Out, 1 Vial
Unitrixone,TG  Pharma,Rs 270,10% Off,243,Sold Out, 1 Vial
Unitrixone,TG  Pharma,Rs 137,10% Off,123,Sold Out, 1 Vial
Unixone,Medicaids,Rs 429,10% Off,386,Sold Out, 1 Vial
Unixone,Medicaids,Rs 124,10% Off,112,Sold Out, 1 Vial
Unixone,Medicaids,Rs 206,10% Off,185,Sold Out, 1 Vial
Ultra-Q,Adcok Pharmaceuticals,"Rs 1,490",10% Off,1341,Sold Out, 3x10's
Utrogestan,Galaxy,"Rs 1,185",10% Off,1066,Sold Out, 1x15's
U-tran,Unexo,Rs 8,10% Off,7,Sold Out, 20x10's
Ufenac,Valor,Rs 82,10% Off,74,Sold Out, 3x10's
Ultifen,Hansel,Rs 58,10% Off,52,Sold Out, 3x10's
Urbofen,Valor,Rs 40,10% Off,36,Sold Out, 3x10's
Uniprofin,U nison,"Rs 35,477",10% Off,31929,Sold Out, 250's
Unihylon,Neutro,"Rs 1,600",10% Off,1440,Sold Out, 1 pre-filled syringex2.5ml
Uricontrol 10mg,Aspin Pharma,Rs 700,10% Off,630,Sold Out, 10's
Uflora,Searle,Rs 589,10% Off,530,Sold Out, 1x10's
Ultrame,Amarant,Rs 140,10% Off,126,Sold Out, 5 Ampx2ml
Ultrame,Amarant,Rs 170,10% Off,153,Sold Out, 1 x10's
Unitrexate,Al Habib,Rs 195,10% Off,175,Sold Out, 10 Vials
Unitrexate,Al Habib,"Rs 2,484",10% Off,2236,Sold Out, 40mlx1s
Ulfam,Focus & Rulz,Rs 143,10% Off,129,Sold Out, 1x10's
Urisolin,Searle,Rs 395,10% Off,356,Sold Out, 1x10's
UFI,Titlis Pharma,Rs 451,10% Off,406,Sold Out, 1 x 10's
UFI,Titlis Pharma,Rs 680,10% Off,612,Sold Out, 1 x 10's
Uritreat,Pharm Evo,Rs 390,10% Off,351,Sold Out, 1 x 10's
Uromes,Al Habib Pharmaceuticals,"Rs 2,142",10% Off,1928,Sold Out, 10 Ampoules
Unitrexate,Al Habib Pharmaceuticals,"Rs 3,950",10% Off,3555,Sold Out, 10 Vial
Ulsanic,Highnoon,Rs 94,,94,Sold Out, 2x10's
Unirimp,U nison,Rs 100,,100,Sold Out, 14s
Uniphenicol,U nison,Rs 25,,25,Sold Out, 60ml
Unidon,Paramount,Rs 84,,84,Sold Out, 120ml
Unidon,Paramount,Rs 42,,42,Sold Out, 60ml
Unitran,U nison,Rs 17,,17,Sold Out, 50ml
Uniflox-D,TG  Pharma,Rs 80,,80,Sold Out, 5ml
Unihist,U nison,Rs 45,,45,Sold Out, 450ml
Unic,U nison,Rs 95,,95,Sold Out, 1x10's
Unesid,Unexo,Rs 91,,91,Sold Out, 1x30's
Ultrazid,Biorex,Rs 100,,100,Sold Out, 1 Vial
Unitrixone,TG  Pharma,Rs 76,,76,Sold Out, 1 Vial
Unifin,U nison,Rs 90,,90,Sold Out, 20's
U-tran,Unexo,Rs 50,,50,Sold Out, 2x10's
Ufenac,Valor,Rs 43,,43,Sold Out, 2x10's
Ufenac,Valor,Rs 22,,22,Sold Out, 3x10's
Unicoxin,Unipharm,Rs 56,,56,Sold Out, 10's
Utrahit,Unipharm,Rs 77,,77,Sold Out, 10's
Uriben,Adamjee Pharmaceuticals,Rs 68,,68,Sold Out, 60 ml
Ultrame Plus,Amarant,Rs 100,,100,Sold Out, 1x10's
Unitrate,Benson,Rs 1,,1,Sold Out, 62
,,,,,,
Yaz,Bayer,Rs 964,10% Off,867,Add to cart, 1x28's
Yorker,Sami,Rs 195,10% Off,176,Add to cart, 1 Vial
Yorker,Sami,Rs 148,10% Off,134,Add to cart, 1 Vial
Yorker,Sami,Rs 98,,98,Add to cart, 1 Vial
YMS Disposable Syringe 10cc-21Gx1,YMS,Rs 30,,30,Add to cart, 1
Yutopar,Highnoon,Rs 200,10% Off,180,Sold Out, 10 Ampx5ml
Yutopar,Highnoon,Rs 333,10% Off,300,Sold Out, 2x10's
Y-Fix,Adamjee Pharmaceuticals,Rs 141,10% Off,127,Sold Out, 1x5's
Y-Fix,Adamjee Pharmaceuticals,Rs 112,10% Off,101,Sold Out, 30ml
Yanil,Hizat,Rs 25,,25,Sold Out, 60ml
Y-Fix,Adamjee Pharmaceuticals,Rs 71,,71,Sold Out, 30ml
Yarnil,Medisure,Rs 30,,30,Sold Out, 2x10's
Yellow Fever Vaccine,Hospital services & Sales,Rs 0,,0,Sold Out, 1 vial
,,,,,,
Xatral SR,Sanofi,Rs 643,10% Off,578,Add to cart, 28
X-plended,Pharm Evo,Rs 564,10% Off,508,Add to cart, 1x10's
X-plended,Pharm Evo,Rs 370,10% Off,333,Add to cart, 1x10's
X-plended,Pharm Evo,Rs 220,10% Off,198,Add to cart, 1x10's
Xatral LP 10 mg,Sanofi,Rs 525,10% Off,473,Add to cart, 1x30s
Xepat Opthalmic Solution,Sante,Rs 397,10% Off,357,Add to cart, 5ml
Xepat Forte Eye Drop,Sante,Rs 579,10% Off,521,Add to cart, 1
Xalacom,Pfizer,"Rs 1,721",10% Off,1549,Add to cart, 2.5ml
Xefecta,Hilton,Rs 480,10% Off,432,Add to cart, 1x5's
Xarelto 10mg,Bayer,"Rs 1,525",10% Off,1373,Add to cart, 1x5's
Xaroban,Searle,Rs 374,10% Off,337,Add to cart, 1x10's
Xarelto 20mg,Bayer,"Rs 4,270",10% Off,3843,Add to cart, 1x14's
Xarelto 15mg,Bayer,"Rs 4,270",10% Off,3843,Add to cart, 1x14's
Xavor 50mg,Ferozsons,Rs 268,10% Off,241,Add to cart, 1x10's
XAVOR DIU FORTE TAB,Ferozsons,Rs 342,10% Off,308,Add to cart, 1x10's
Xcept 10mg,Pharm Evo,Rs 440,10% Off,396,Add to cart, 1x10's
Xcept,Pharm Evo,Rs 375,10% Off,338,Add to cart, 2x7's
Xovat 10 mg,Aspin Pharma,Rs 290,10% Off,261,Add to cart, 10
X-BONE 0.5 mcg,Wilshire,Rs 200,10% Off,180,Add to cart, 3x10's
Xostat,Nabi Qasim,Rs 288,10% Off,259,Add to cart, 20
Xostat,Nabi Qasim,Rs 552,10% Off,497,Add to cart, 20
Xidim,Brookes,Rs 330,10% Off,297,Add to cart, 1 Vial
Xidim,Brookes,Rs 180,10% Off,162,Add to cart, 1 Vial
Xib,S.J. & G. Fazul Ellahie,Rs 169,10% Off,152,Add to cart, 120ml
Xib,S.J. & G. Fazul Ellahie,Rs 242,10% Off,218,Add to cart, 30's
Xib,S.J. & G. Fazul Ellahie,Rs 356,10% Off,320,Add to cart, 30's
Xib,S.J. & G. Fazul Ellahie,Rs 441,10% Off,397,Add to cart, 30's
Xiben,Pacific Pharma,Rs 260,10% Off,234,Add to cart, 30's
Xika Rapid,Hilton,Rs 292,10% Off,263,Add to cart, 1x10's
Xoni-Fast,Macter,Rs 231,10% Off,208,Add to cart, 1x10's
Xobix,Hilton,Rs 273,10% Off,246,Add to cart, 1x10's
Xobix,Hilton,Rs 158,10% Off,142,Add to cart, 1x10's
Xirop,Semos,Rs 197,10% Off,177,Add to cart, 20's
XYSTER,Wilshire,Rs 84,10% Off,75,Add to cart, 30
Xovat,Aspin Pharma,Rs 180,10% Off,162,Add to cart, 10's
Xovat 20mg,Aspin Pharma,Rs 490,10% Off,441,Add to cart, 10's
Xcept  20mg,Pharm Evo,Rs 445,10% Off,401,Add to cart, 2x7's
X-Gen,Genix,Rs 350,10% Off,315,Add to cart, 5ml
Xiga 5mg,CCL,Rs 177,10% Off,159,Add to cart, 2x7's
Xifaxa,Brookes,Rs 740,10% Off,666,Add to cart, 1x10's
Xilica,Pharm Evo,Rs 175,10% Off,158,Add to cart, 14
Xeflox,Helix Pharma,Rs 200,10% Off,180,Add to cart, 1x10's
Xyquil DR,Sami,Rs 73,10% Off,66,Add to cart, 30's
Xeflox,Helix Pharma,Rs 320,10% Off,288,Add to cart, 1x10's
Xemox Eye Drop 5ml,Kobec,Rs 257,10% Off,231,Add to cart, 5ml
Xiga 10mg,CCL,Rs 262,10% Off,236,Add to cart, 2x7's
Xavor-DIU,Ferozsons,Rs 275,10% Off,247,Add to cart, 1x10's
X-Bone 1 mcg,Wilshire,Rs 253,10% Off,228,Add to cart, 3 x 10's
